Title,Author,Rating,Want to Read
An introduction to computer science using C,Roger Eggen,N/A,N/A
"STACS 93: 10th Annual Symposium on Theoretical Aspects of Computer Science, Würzburg, Germany, February 25-27, 1993 : proceedings","Symposium on Theoretical Aspects of Comp..., P. Enjalbert, A. Finkel",N/A,N/A
Action semantics,Peter Mosses,N/A,N/A
Predicate transformer semantics,Ernest G. Manes,N/A,N/A
Careers and opportunities in computer science,John Millar Carroll,N/A,2 Want to read
Computing curricula 1991: report of the ACM/IEEE-CS Joint Curriculum Task Force,ACM/IEEE-CS Joint Curriculum Task Force.,N/A,N/A
"Rewriting Techniques and Applications: 11th International Conference, RTA 2000, Norwich, UK, July 10-12, 2000 Proceedings (Lecture Notes in Computer Science)",Leo Bachmair,N/A,N/A
Code recognition and set selection with neural networks,Clark Jeffries,N/A,N/A
Direct Methods for Limit State of Materials and Structures: Advanced Computational Algorithms and Material Modelling,"Giovanni Garcea, Dieter Weichert",N/A,N/A
C and C'11: Proceedings of the 8th ACM Conference on Creativity and Cognition,Ashok K. Goel,N/A,N/A
Programming Your GPU with OpenMP: Performance Portability for GPUs,"Tom Deakin, Timothy G. Mattson",N/A,N/A
Siguccs '12: ACM Proceedings of the Siguccs Annual Conference,"Siguccs 12 Conference Committee, Carol Rhodes",N/A,N/A
Gecco '12: Genetic and Evolutionary Computation Conference USB Stick,"Gecco 12 Conference Committee, Marylyn D. Ritchie",N/A,N/A
"MobiSys'13: Proceedings of the 11th Annual International Conference on Mobile Systems, Applications and Services",Hao-Hua Chu,N/A,N/A
"Earth Observation Data Analytics Using Machine and Deep Learning: Modern Tools, Applications and Challenges","Sanjay Garg, Swati Jain, Nitant Dube, Nebu Varghese",N/A,N/A
"Static Analysis: First International Static Analysis Symposium, SAS '94, Namur, Belgium, September 28 - 30, 1994. Proceedings (Lecture Notes in Computer Science)",International Static Analysis Symposium ...,N/A,N/A
al-Ḥāsib al-ālī lil-taʻlīm al-thānawī al-ʻāmm lil-ṣaff al-thānī: al-kitāb al-naẓarī,"Kāmīliyā Maḥmūd Ḥijāzī, Muḥammad Fahmī Ṭulbah, Nādiyah Ḥāmid Ḥijāzī, ʻAbd al-Munʻim Bilāl",N/A,N/A
"Artificial Intelligence in Music, Sound, Art and Design: 13th International Conference, EvoMUSART 2024, Held As Part of EvoStar 2024, Aberystwyth, UK, April 3-5, 2024, Proceedings","Colin Johnson, Nereida Rodríguez-Fernández, Sérgio M. Rebelo",N/A,2 Want to read
Introduction to the Development of Web Applications Using ASP . Net (Core) MVC,Razvan Alexandru Mezei,N/A,N/A
Advances in Reliability and Maintainability Methods and Engineering Applications: Essays in Honor of Professor Hong-Zhong Huang on His 60th Birthday,"Yu Liu, Dong Wang, Jinhua Mi, He Li",N/A,N/A
Supply Chain Analytics: An Uncertainty Modeling Approach,I&#351;&#305;k Biçer,N/A,N/A
"Intelligent Multimedia Technologies for Financial Risk Management: Trends, Tools and Applications","Simon Grima, Kiran Sood, Bharat Rawal, Balamurugan Balusamy, Ercan Özen",N/A,N/A
"Tools and Algorithms for the Construction and Analysis of Systems: 29th International Conference, TACAS 2023, Held As Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2022, Paris, France, April 22-27, 2023, Proceedings, Part I","Sriram Sankaranarayanan, Natasha Sharygina",N/A,N/A
"Intelligent Techniques and Soft Computing in Nuclear Science and Engineering: Proceedings of the 4th International Flins Conference Bruges, Belgium 28  30 August 2000","Da Ruan, Hamid Ait Abderrahim, Pierre D'Hondt, Etienne E. Kerre",N/A,N/A
Introduction to Theoretical Computer Science,Xiwen Ma,N/A,N/A
Theory and Applications of Image Analysis II: Selected Papers from the 9th Scandinavian Conference on Image Analysis,"Gunilla Borgefors, Bunke, Horst, Patrick S. P. Wang",N/A,N/A
"Complex Networks XIV: Proceedings of the 14th Conference on Complex Networks, CompleNet 2023","Andreia Sofia Teixeira, Federico Botta, José Fernando Mendes, Ronaldo Menezes, Giuseppe Mangioni",N/A,N/A
Classification key for indexing reports of extesion work,United States. Office of Cooperative Ext...,N/A,N/A
Topics in Parallel Computing in Mathematical Programming,"Panos M. Pardalos, P. M. Pardlos, Anne T. Phillips, J. B. Rosen",N/A,N/A
Semantic AI in Knowledge Graphs,"Sanju Tiwari, Fernando Ortiz Rodriguez, Sarra Ben Abbes, Patience Usoro Usip, Rim Hantach",N/A,N/A
An Introduction to the Logic of the Computing Sciences,Richard F. Von Dohlen,N/A,N/A
Pascal by Example: From Practice to Principle in Computer Science,Barry A. Burd,N/A,1 Want to read
"Applications of Evolutionary Computation: 27th European Conference, EvoApplications 2024, Held As Part of EvoStar 2024, Aberystwyth, UK, April 3-5, 2024, Proceedings, Part I","João Correia, Raneem Qaddoura, Stephen Smith",N/A,N/A
"Computer science research at UBILAB: strategy and products : proceedings of the UBILAB Conference '94, Zurich","UBILAB Conference '94 (1994 Zurich, Swit...",N/A,N/A
"Knowledge representation and the semantics of natural language: with 258 figures, 23 tables and CD-ROM",Hermann Helbig,N/A,N/A
General algebra and discrete mathematics: proceedings of the Fourth Conference on Discrete Mathematics,Conference on Discrete Mathematics (Germ...,N/A,N/A
An interview with Joseph F. Traub,William Aspray,N/A,N/A
Raisonnements divins: Quelques démonstrations mathématiques particulièrement élégantes,Martin Aigner,N/A,N/A
Matematica Numerica,Alfio Quarteroni,N/A,N/A
Simply scheme: introducing computer science,"Harvey, Brian",N/A,N/A
"Theoretical computer science: introduction to Automata, compurability, complexity, algorithmics, randomization, communication, and cryptography",Juraj Hromkovič,N/A,N/A
Introduction to discrete mathematics: with complete software,Victoria Ossipova,N/A,1 Want to read
Discrete structural optimization,IUTAM Symposium on Discrete Structural O...,N/A,N/A
Mathematics F/Data Processing,"David Wheaton, Wheaton",N/A,N/A
"Mathematics: Computers, Data Processing, Business Systems and Accounting Systems",David Wheaton,N/A,N/A
Mathematics for Data Processing,Robert N. McCullough,N/A,N/A
"Conference on System Theoretical Aspects in Computer Science: held in Salgótarján, Hungary, May 24-26, 1982",Conference on System Theoretical Aspects...,N/A,N/A
Beginning Ruby: From Novice to Professional (Beginning from Novice to Professional),Peter Cooper,N/A,N/A
Differential equations with Maple V,Martha L. Abell,N/A,N/A
Discrete mathematics with computer science applications,Romualdas Skvarcius,N/A,3 Want to read
Discrete mathematics: a bridge to computer science and advanced mathematics,Olympia Nicodemi,N/A,8 Want to read
Standard Grade Computing Studies Revision Notes,Kevin Thompson,N/A,N/A
"2004 Computing Frontier Conference: April 14-16, 2004, Ischia, Italy",Computer Frontiers Conference (1st 2004 ...,N/A,N/A
"Software agent-based applications, platforms, and development kits",Rainer Unland,N/A,N/A
Discrete mathematics for computer scientists,J. K. Truss,N/A,6 Want to read
"Text, speech, and dialogue: 7th international conference, TSD 2004, Brno, Czech Republic, September 8-11, 2004 : proceedings","TSD 2004 (2004 Brno, Czech Republic)",N/A,N/A
CMMI assessments: motivating positive change,"Marilyn Bush, Donna Dunaway",N/A,1 Want to read
"Computational science and high performance computing: Russian-German Advanced Research Workshop, Novosibirsk, Russia, September 30 to October 2, 2003",Russian-German Advanced Research Worksho...,N/A,N/A
"Multi-Agent for Mass User Support: International Workshop, MAMUS 2003Acapulco, Mexico, August 10, 2003Revised and Invited Papers (Lecture Notes in Computer ... / Lecture Notes in Artificial Intelligence)","MAMUS 2003 (2003 Acapulco, Mexico)",N/A,N/A
The definitive guide to GCC,William Von Hagen,N/A,N/A
"Principles of Software Architecture Modernization: Delivering Engineering Excellence with the Art of Fixing Microservices, Monoliths, and Distributed Monoliths","Diego Pacheco, Sam Sgro",N/A,N/A
Discrete structures: essential computer mathematics,John L. Van Iwaarden,N/A,N/A
Explorations in Computer Science: A Guide to Discovery,Mark Meyer,N/A,1 Want to read
Computational Discrete Mathematics: Advanced Lectures (Lecture Notes in Computer Science),Helmut Alt,N/A,N/A
Software engineering mathematics: formal methods demystified,Jim Woodcock,5.0 (1 rating),2 Want to read
Discrete Mathematics for Computing,Rod Haggarty,N/A,3 Want to read
"Discrete mathematics: an introduction to concepts, methods, and applications : Instructors' manual",Jerrold W. Grossman,N/A,1 Want to read
Trace theory for automatic hierarchical verification of speed-independent circuits,David L. Dill,N/A,N/A
"Computer Confluence, Comprehensive and Student CD (6th Edition)",George Beekman,N/A,N/A
Computers,Ferguson Publishing Company,N/A,N/A
SmartKom: Foundations of Multimodal Dialogue Systems (Cognitive Technologies),Wolfgang Wahlster,N/A,N/A
Applied discrete structures for computer science,Alan Doerr,N/A,3 Want to read
Introduction to discrete mathematics,"R. Hirschfelder, J. Hirschfelder",N/A,6 Want to read
"Advances in cryptology--AUSCRYPT '90: international conference on cryptology, Sydney, Australia, January 8-11, 1990 : proceedings",AUSCRYPT '90 (1990 University of New Sou...,N/A,N/A
Vvedenie v diskretnui͡u matematiku,S. V. I͡Ablonskiĭ,N/A,N/A
Principles of computer science,"Cullen Schaffer, Cullen Schaffer",N/A,5 Want to read
Machine Dreams Economics Becomes a Cyborg Science,Philip Mirowski,N/A,N/A
"ACM curricula recommendations for related computer science programs in vocational-technical schools, community and junior colleges, and health computing.",Association for Computing Machinery.,N/A,N/A
Ubiquitous and Pervasive Commerce: New Frontiers for Electronic Business (Computer Communications and Networks),George Roussos,N/A,1 Want to read
Be Prepared for the AP Computer Science Exam in Java,Maria Litvin,4.0 (1 rating),1 Want to read
"Computer Science Conference, 1980, February 12-14 and SIGCSE Symposium, 1980, February 14-15: Abstracts, information, program, Radisson Muehlebach Hotel, Kansas City, Missouri",ACM Computer Science Conference (8th 198...,N/A,N/A
Source Code Exploration with Memcached: A Beginner's Guide to Understanding and Exploring Open-Source Code,"Praveen Raj, Prashanth Raghu",N/A,N/A
Matematicheskie modeli svi︠a︡znosti,V. K. Popkov,N/A,N/A
Algebraic theory of processes,Matthew Hennessy,N/A,1 Want to read
Computer science and computing: a guide to the literature,Michael Knee,N/A,1 Want to read
Professional Development of Information Technology Professionals: Proceedings of the Ifip Wg 3.4 Working Conference on Professional Development of I (IFIP ... A: Computer Science & Technology),"IFIP WG 3.4 Working Conference on Profes..., B. Z. Barta, A. Goh",N/A,N/A
"A first course in computer science with Turbo Pascal: versions 4.0, 5.0, and 5.5","Lowell A. Carmony, Robert L. Holliday",N/A,N/A
Study and research guide in computer science: profiles ofuniversities in the USA,W. Tölle,N/A,N/A
Automation in library reference services: a handbook,Robert Carande,N/A,N/A
"1991 ACM Computer Science Conference: March 5-7, 1991, San Antonio Convention Center, San Antonio, Texas : proceedings : preparing for the 21st century",ACM Computer Science Conference (19th 19...,N/A,N/A
Great careers for people interested in math & computers,"Richardson, Peter",N/A,1 Want to read
Great papers in computer science,Phillip A. Laplante,N/A,N/A
"Machine Learning and Intelligent Communications: Second International Conference, MLICOM 2017, Weihai, China, August 5-6, 2017, Proceedings, Part II ... and Telecommunications Engineering )","Xuemai Gu, Gongliang Liu, Bo Li",N/A,N/A
"Computer Aided Verification: 26th International Conference, CAV 2014, Held As Part of the Vienna Summer of Logic, VSL 2014, Vienna, Austria, July 18-22, 2014, Proceedings","Armin Biere, Roderick Bloem",N/A,N/A
Building extensible composite applications with SAP,Matthias Steiner,N/A,N/A
Empirical foundations of information and software science V,Symposium on Empirical Foundations of In...,N/A,N/A
Computational techniques for fluid dynamics,C. A. J. Fletcher,N/A,N/A
Mathematics and computer science in medical imaging,NATO Advanced Study Institute on Mathema...,N/A,N/A
Specialist computing's computer jargon: dictionary and thesaurus,E. Martin,N/A,N/A
Foundations of discrete mathematics,K. D. Joshi,N/A,7 Want to read
"Equations, models, and programs: a mathematical introduction to computer science",Thomas J. Myers,N/A,N/A
Pro .NET 2.0 Windows Forms and Custom Controls in C#,Matthew MacDonald,N/A,1 Want to read
Silverlight and ASP.NET Revealed,Matthew MacDonald,N/A,N/A
"Computing essentials, 2000-2001",Timothy J. O'Leary,N/A,2 Want to read
Reverse engineering of object oriented code,Paolo Tonella,N/A,N/A
Trusted computing platforms: design and applications,Sean W. Smith,N/A,N/A
Seamless and secure communications over heterogeneous wireless networks,Jiannong Cao,N/A,N/A
Computational experiment approach to advanced secondary mathematics curriculum,Sergei Abramovich,N/A,N/A
Image blending techniques and their application in underwater mosaicing,Ricard Prados,N/A,N/A
Java software structures for AP computer science AB,"John E. Lewis Ph. D., Joseph Chase, Leigh Ann Sudol",N/A,N/A
New CLAIT,Alan Clarke,N/A,N/A
Office Skills for New Clait 2006 & Clait Plus 2006: 2006 Specification for Office Xp. Levels 1 & 2 (Office Xp),Alan Clarke,N/A,N/A
"Information Security: 17th International Conference, ISC 2014, Hong Kong, China, October 12-14, 2014, Proceedings","Sherman S.M. Chow, Jan Camenisch, Lucas C.K. Hui, Siu Ming Yiu",N/A,N/A
"Web Services and Formal Methods: 10th International Workshop, WS-FM 2013, Beijing, China, August 2013, Revised Selected Papers","Emilio Tuosto, Chun Ouyang",N/A,N/A
Computational Movement Analysis,Patrick Laube,N/A,N/A
Computer after Me: Awareness and Self-Awareness in Autonomic Systems,Jeremy Pitt,N/A,N/A
"Distributed Computing: 27th International Symposium, DISC 2013, Jerusalem, Israel, October 14-18, 2013, Proceedings",Yehuda Afek,N/A,N/A
"Large-Scale Complex IT Systems. Development, Operation and Management: 17th Monterey Workshop 2012, Oxford, UK, March 19-21, 2012, Revised Selected Papers","Radu Calinescu, David Garlan",N/A,N/A
"Internet of Vehicles -- Technologies and Services: First International Conference, IOV 2014, Beijing, China, September 1-3, 2014, Proceedings","Robert C.-H Hsu, Wang Shangguang",N/A,N/A
"Workshops on Business Informatics Research: BIR 2011 International Workshops and Doctoral Consortium, Riga, Latvia, October 6, 2011 Revised Selected Papers","Laila Niedrite, Renate Strazdina, Benkt Wangler",N/A,N/A
"Activities of Transport Telematics: 13th International Conference on Transport Systems Telematics, TST 2013, Katowice-Ustron, Poland, October 23--26, 2013. Proceedings",Jerzy Mikulski,N/A,N/A
"Model-Based Safety and Assessment: 4th International Symposium, IMBSA 2014, Munich, Germany, October 27-29, 2014, Proceedings","Frank Ortmeier, Antoine Rauzy",N/A,N/A
On the Foundations of Computing,Giuseppe Primiero,N/A,1 Want to read
Deep Learning with R Cookbook: Over 45 Unique Recipes to Delve into Neural Network Techniques Using R 3. 5. x,"Swarna Gupta, Rehan Ali Ansari, Dipayan Sarkar",N/A,N/A
Essentials of Computing and Communication Technologies,Pawan Lingras,N/A,1 Want to read
Topics in Numerical Methods for Finance,"Mark Cummins, Finbarr Murphy, John J. H. Miller",N/A,N/A
"Requirements Engineering: First Asia Pacific Requirements Engineering Symposium, APRES 2014, Auckland, New Zealand, April 28-29, 2014, Proceedings","Didar Zowghi, Zhi Jin",N/A,N/A
"Digital Libraries : Social Media and Community Networks: 15th International Conference on Asia-Pacific Digital Libraries, ICADL 2013, Bangalore, India, December 9-11, 2013. Proceedings","Shalini R. Urs, Jin-Cheon Na, George Buchanan",N/A,N/A
Computational Issues in Fluid Construction Grammar,Luc STEELS,N/A,N/A
Optimized Response-Adaptive Clinical Trials: Sequential Treatment Allocation Based on Markov Decision Problems,Thomas Ondra,N/A,N/A
RoboCup 2013: Robot World Cup XVII,"Sven Behnke, Manuela M. Veloso, Arnoud Visser, Rong Xiong",N/A,N/A
Our digital world: introduction to computing,Jon Gordon,N/A,1 Want to read
Number Theory and Cryptography: Papers in Honor of Johannes Buchmann on the Occasion of His 60th Birthday,"Marc Fischlin, Stefan Katzenbeisser",N/A,N/A
"Practical Aspects of Design Science: European Design Science Symposium, EDSS 2011, Leixlip, Ireland, October 14, 2011, Revised Selected Papers","Markus Helfert, Brian Donnellan",N/A,N/A
"Computer Applications for Communication, Networking, and Digital Contents: International Conferences, FGCN and DCA 2012, Held As Part of the Future Generation Information Technology Conference, FGIT 2012, Gangneug, Korea, December 16-19, 2012. Proceedings","Tai-hoon Kim, Dae-sik Ko, Thanos Vasilakos, Adrian Stoica, Jemal Abawajy",N/A,N/A
"Complex Sciences: Second International Conference, COMPLEX 2012, Santa Fe, NM, USA, December 5-7, 2012, Revised Selected Papers","Kristin Glass, Richard Colbaugh, Paul Ormerod, Jeffrey Tsao",N/A,N/A
Dynamic Quality Management for Cloud Labor Services: Methods and Applications for Gaining Reliable Work Results with an on-Demand Workforce,Robert Kern,N/A,N/A
First in the Field: Breaking Ground in Computer Science at Purdue University,Robin Lea Pyle,N/A,N/A
"Getting Started with Mule Cloud Connect: Accelerating Integration with Saas, Social Media, and Open APIs",Ryan Carter,N/A,N/A
"Universal Access in Human-Computer Interaction : Universal Access to Information and Knowledge: 8th International Conference, UAHCI 2014, Held As Part of HCI International 2014, Heraklion, Crete, Greece, June 22-27, 2014, Proceedings, Part II","Constantine Stephanidis, Margherita Antona",N/A,N/A
"Information Literacy : Lifelong Learning and Digital Citizenship in the 21st Century: Second European Conference, ECIL 2014, Dubrovnik, Croatia, October 20-23, 2014. Proceedings","Serap Kurbanoglu, Sonja Spiranec, Esther Grassian, Diane Mizrachi, Ralph Catts",N/A,N/A
The computer continuum,"Kurt F. Lauckner, Mildred D. Lintner",N/A,N/A
"Universal Access in Human-Computer Interaction : Design for All and Accessibility Practice: 8th International Conference, UAHCI 2014, Held As Part of HCI International 2014, Heraklion, Crete, Greece, June 22-27, 2014, Proceedings, Part IV","Constantine Stephanidis, Margherita Antona",N/A,N/A
"Security Technology: International Conference, Sectech 2011, Held As Part of the Future Generation Information Technology Conference, Fgit 2011, in Conjunction with Gdc 2011, Jeju Island, Korea, December 2011, Proceedings","Tai-hoon Kim, Hojjat Adeli, Javier Garcia Villalba, Kirk P. Arnett, Muhammad Khurram Khan",N/A,N/A
"Using and Improving OpenMP for Devices, Tasks, and More: 10th International Workshop on OpenMP, IWOMP 2014, Salvador, Brazil, September 28-30, 2014. Proceedings","Luiz DeRose, Bronis R. de Supinski, Stephen L. Olivier, Barbara M. Chapman, Matthias S. Müller",N/A,N/A
"Deontic Logic and Normative Systems: 12th International Conference, DEON 2014, Ghent, Belgium, July 12-15, 2014. Proceedings","Fabrizio Cariani, Davide Grossi, Joke Meheus, Xavier Parent",N/A,N/A
Insight to Computers,S. Anandamurugan,N/A,N/A
Bayesian Computation with R,Jim Albert,N/A,N/A
"Wireless Sensor Networks for Developing Countries: First International Conference, WSN4DC 2013, Jamshoro, Pakistan, April 24-26, 2013, Revised Selected Papers","Faisal Karim Shaikh, Bhawani Shankar Chowdhry, Habib M. Ammari, Muhammad Aslam Uqaili, Assadullah Shah",N/A,N/A
"Wireless Mobile Communication and Healthcare: Second International ICST Conference, MobiHealth 2010, Ayia Napa, Cyprus, October 18 - 20, 2010, Revised Selected Papers","James C. Lin, Konstantina Nikita",N/A,N/A
"Universal Access in Human-Computer Interaction : Aging and Assistive Environments: 8th International Conference, UAHCI 2014, Held As Part of HCI International 2014, Heraklion, Crete, Greece, June 22-27, 2014, Proceedings, Part III","Constantine Stephanidis, Margherita Antona",N/A,N/A
Robot Building for Beginners,David Cook,N/A,11 Want to read
Computational and Robotic Models of the Hierarchical Organization of Behavior,"Gianluca Baldassarre, Marco Mirolli",N/A,N/A
Wireless Network Security: Theories and Applications,"Lei Chen, Jiahuang Ji, Zihong Zhang",N/A,1 Want to read
"Advanced Computational Methods in Energy, Power, Electric Vehicles, and Their Integration: International Conference on Life System Modeling and ... in Computer and Information Science )","Kang Li, Yusheng Xue, Shumei Cui",N/A,N/A
"Foundations of Generic Optimization : Volume 2: Applications of Fuzzy Control, Genetic Algorithms and Neural Networks","R. Lowen, A. Verschoren",N/A,N/A
"Serious Games : the Challenge : ITEC/CIP/T 2011: Joint Conference of the Interdisciplinary Research Group of Technology, Education, Communication, and the Scientific Network on Critical and Flexible Thinking,Ghent, Belgium, October 19-21, 2011, Revised Selected Papers","Stefan De Wannemacker, Sylke Vandercruysse, Geraldine Clarebout",N/A,N/A
Recent Progress in Computational and Applied PDES: Conference Proceedings for the International Conference Held in Zhangjiajie in July 2001,"Tony F. Chan, Yunqing Huang, Tao Tang, Jinchao Xu, Lung-an Ying",N/A,N/A
Artificial Intelligence and Robotics: Ten Short Lessons,"Bentley, Peter",N/A,1 Want to read
"Cryptology and Network Security: 12th International Conference, CANS 2013, Paraty, Brazil, November 20-22, 2013, Proceedings","Michel Abdalla, Cristina Nita-Rotaru, Ricardo Dahab",N/A,N/A
"PRIMA 2014 : Principles and Practice of Multi-Agent Systems: 17th International Conference, Gold Coast, QLD, Australia, December 1-5, 2014, Proceedings","Hoa Khanh Dam, Jeremy Pitt, Yang Xu, Guido Governatori, Takayuki Ito",N/A,N/A
"Integration of AI and or Techniques in Constraint Programming: 11th International Conference, CPAIOR 2014, Cork, Ireland, May 19-23, 2014, Proceedings",Helmut Simonis,N/A,N/A
"Wireless Internet: 6th International ICST Conference, WICON 2011, Xi'an, China, October 19-21, 2011, Revised Selected Papers","Pinyi Ren, Chao Zhang, Liu, Xin",N/A,N/A
Computer Science Advances: Research and Applications,Sandip A. Kale,N/A,N/A
Transactions on Computational Science XXIV: Special Issue on Reversible Computing,"Marina L. Gavrilova, C. J. Kenneth Tan, Himanshu Thapliyal, Nagarajan Ranganathan",N/A,N/A
"Wireless Internet: 7th International ICST Conference, WICON 2013, Shanghai, China, April 11-12, 2013, Revised Selected Papers","Hua Qian, Kai Kang",N/A,N/A
AP Computer Science Principles with 3 Practice Tests: With 3 Practice Tests,Seth Reichelson,N/A,2 Want to read
"Verification and Evaluation of Computer and Communication Systems: 15th International Conference, VECoS 2021, Virtual Event, November 22-23, 2021, Proceedings","Kamel Barkaoui, Hanifa Boucheneb, Ali Mili, Sofiène Tahar",N/A,N/A
Interoperable Electronic Safety Equipment: Performance Requirements for Compatible and Interoperable Electronic Equipment for Emergency First Responders,Casey C. Grant,N/A,N/A
"Advances in Multimedia Information Processing - PCM 2013: 14th Pacific-Rim Conference on Multimedia, Nanjing, China, December 13-16, 2013, Proceedings","Benoit Huet, Chong-Wah Ngo, Jinhui Tang, Zhi-Hua Zhou, Alexander G. Hauptmann, Shuicheng Yan",N/A,N/A
"Computer Performance Engineering: 11th European Workshop, EPEW 2014, Florence, Italy, September 11-12, 2014, Proceedings","András Horváth, Katinka Wolter",N/A,N/A
Handbook of Large-Scale Distributed Computing in Smart Healthcare,"Samee U. Khan, Albert Y. Zomaya, Assad Abbas",N/A,N/A
"Security and Privacy in Communication Networks: 9th International ICST Conference, SecureComm 2013, Revised Selected Papers","Tanveer Zia, Albert Y. Zomaya, Vijay Varadharajan, Morley Mao",N/A,N/A
"Cryptology and Network Security: 13th International Conference, CANS 2014, Heraklion, Crete, Greece, October 22-24, 2014. Proceedings","Dimitris Gritzalis, Aggelos Kiayias, Ioannis Askoxylakis",N/A,N/A
Computer Simulation of Dynamic Phenomena,Mark L. Wilkins,N/A,N/A
"Integrated Formal Methods: 11th International Conference, IFM 2014, Bertinoro, Italy, September 9-11, 2014, Proceedings","Elvira Albert, Emil Sekerinski",N/A,N/A
"Machine Translation: 20th China Conference, CCMT 2024, Xiamen, China, November 8-10, 2024, Proceedings","Xiaodong Shi, Yidong Chen",N/A,N/A
"Verification, Model Checking, and Abstract Interpretation: 16th International Conference, VMCAI 2015, Mumbai, India, January 12-14, 2015, Proceedings","Deepak D'Souza, Akash Lal, Kim Guldstrand Larsen",N/A,N/A
"Intelligent Virtual Agents: 7th International Working Conference, IVA 2007, Paris, France, September 17-19, 2007, Proceedings","Ruth Aylett, Brigitte Krenn, Catherine Pelachaud, Hiroshi Shimodaira",N/A,N/A
"Safe and Secure Software Reuse: 13th International Conference on Software Reuse, ICSR 2013,Pisa, Italy, June 18-20, 2013, Proceedings","John Favaro, Maurizio Morisio",N/A,N/A
Harmony Search Algorithm: Proceedings of the 2nd International Conference on Harmony Search Algorithm,"Joong Hoon Kim, Zong Woo Geem",N/A,N/A
Concurrent Objects and Beyond: Papers Dedicated to Akinori Yonezawa on the Occasion of His 65th Birthday,"Gul Agha, Atsushi Igarashi, Naoki Kobayashi, Hidehiko Masuhara, Satoshi Matsuoka, Etsuya Shibayama, Kenjiro Taura",N/A,N/A
Fast Boundary Element Methods in Engineering and Industrial Applications,Ulrich Langer,N/A,N/A
"Financial Cryptography and Data Security: FC 2011 Workshops, RLCPS and WECSR 2011, Rodney Bay, St. Lucia, February 28 - March 4, 2011, Revised Selected Papers",George Danezis,N/A,N/A
Finite Geometries: Proceedings of the Fourth Isle of Thorns Conference,Aart Blokhuis,N/A,N/A
"Topics in Cryptology -- CT-RSA 2014: The Cryptographer's Track at the RSA Conference 2014, San Francisco, CA, USA, February 25-28, 2014, Proceedings",Josh Benaloh,N/A,N/A
"Combinatorial Algorithms: 23rd International Workshop, IWOCA 2012, Krishnankoil, India, July 19-21, 2012, Revised Selected Papers","W. F. Symth, Subramanian Arumugam",N/A,N/A
"Emergence of Digital Libraries -- Research and Practices: 16th International Conference on Asia-Pacific Digital Libraries, ICADL 2014, Chiang Mai, Thailand, November 5-7, 2014, Proceedings","Kulthida Tuamsuk, Adam Jatowt, Edie Rasmussen",N/A,N/A
"Transactional Memory. Foundations, Algorithms, Tools, and Applications: COST Action Euro-TM IC1001","Rachid Guerraoui, Paolo Romano",N/A,N/A
Secure and Trustworthy Service Composition: The Aniketos Approach,"Achim Brucker, Fabiano Dalpiaz, Paolo Giorgini, Per Håkon Meland, Erkuden Rios",N/A,N/A
The Pi-Theorem: Applications to Fluid Mechanics and Heat and Mass Transfer,L. P. Yarin,N/A,N/A
Polyhedral and Algebraic Methods in Computational Geometry,Michael Joswig,N/A,N/A
"Advances in Computer Science and Information Technology. Computer Science and Engineering: Second International Conference, CCSIT 2012, Bangalore, India, January 2-4, 2012. Proceedings, Part II","Natarajan Meghanathan, Nabendu Chaki, Dhinaharan Nagamalai",N/A,1 Want to read
"Learning Technology for Education in Cloud - MOOC and Big Data: Third International Workshop, LTEC 2014, Santiago, Chile, September 2-5, 2014. Proceedings","Lorna Uden, Jane Sinclair, Yu-Hui Tao, Dario Liberona",N/A,N/A
Security and the Networked Society,"Mark A. Gregory, David Glance",N/A,N/A
Robust Recognition Via Information Theoretic Learning,"Ran He, Baogang Hu, Xiaotong Yuan, Liang Wang",N/A,N/A
Countering Brandjacking in the Digital Age: ... and Other Hidden Risks to Your Brand,"Christopher Hofman, Simeon Keates",N/A,N/A
"Computer Security: 23rd European Symposium on Research in Computer Security, ESORICS 2018, Barcelona, Spain, September 3-7, 2018, Proceedings, Part II","Javier Lopez, Jianying Zhou, Miguel Soriano",N/A,N/A
"International Communities of Invention and Innovation: IFIP WG 9.7 International Conference on the History of Computing, HC 2016, Brooklyn, NY, USA, ... and Communication Technology )","Arthur Tatnall, Christopher Leslie",N/A,1 Want to read
"Computational Science – ICCS 2018: 18th International Conference, Wuxi, China, June 11-13, 2018, Proceedings, Part II","Yong Shi, Haohuan Fu, Yingjie Tian, Valeria V. Krzhizhanovskaya, Michael Harold Lees, Jack Dongarra, Peter M. A. Sloot",N/A,1 Want to read
Transactions on Computational Collective Intelligence XVI,"Ryszard Kowalczyk, Ngọc Thanh Nguyễn",N/A,N/A
"Network and System Security: 6th International Conference, NSS 2012, Wuyishan, Fujian, China, November 21-23, Proceedings","Li Xu, Elisa Bertino, Yi Mu",N/A,N/A
"Advances in Information and Computer Security: 9th International Workshop on Security, IWSEC 2014, Hirosaki, Japan, August 27-29, 2014. Proceedings","Maki Yoshida, Koichi Mouri",N/A,N/A
"Measurement, Modeling and Evaluation of Computing Systems and Dependability and Fault Tolerance: 17th International GI/ITG Conference, MMB and DFT 2014, Bamberg, Germany, March 17-19, 2014, Proceedings","Kai Fischbach, Udo R. Krieger",N/A,N/A
"String Processing and Information Retrieval: 21st International Symposium, SPIRE 2014, Ouro Preto, Brazil, October 20-22, 2014, Proceedings","Edleno Moura, Maxime Crochemore",N/A,N/A
